Customer_id,Customer_fname,Customer_lname,Customer_email,Customer_password,Customer_country,Customer_state,Customer_city,Customer_street,Customer_zipcode,Customer_segment
12187,Mary,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,NC,Fayetteville,1801 Quiet Robin Avenue,28314,Consumer
8273,Theresa,Lopez,XXXXXXXXX,XXXXXXXXX,EE. UU.,LA,New Orleans,3281 Honey Woods,70122,Consumer
17572,Genevieve,Buchanan,XXXXXXXXX,XXXXXXXXX,EE. UU.,TN,Memphis,3444 Jagged Brook Mall,38109,Consumer
19955,Ina,Bradley,XXXXXXXXX,XXXXXXXXX,EE. UU.,NV,Las Vegas,9 Silver View,89117,Consumer
17155,Darryl,Lowe,XXXXXXXXX,XXXXXXXXX,EE. UU.,OR,Bend,3888 Rustic Line,97701,Consumer
18982,Mia,Aguirre,XXXXXXXXX,XXXXXXXXX,EE. UU.,AZ,Tucson,6779 Rocky Pathway,85706,Consumer
17077,Candice,Mcleod,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,Tracy,1209 Amber Extension,95376,Consumer
19030,Anika,Jennings,XXXXXXXXX,XXXXXXXXX,EE. UU.,TN,Memphis,620 Red River Trail,38109,Consumer
20360,Charity,Stout,XXXXXXXXX,XXXXXXXXX,EE. UU.,TX,San Benito,4896 Silver By-pass,78586,Consumer
17181,Regan,Aguirre,XXXXXXXXX,XXXXXXXXX,EE. UU.,GA,Decatur,3282 Cotton Parkway,30034,Consumer
5993,Austin,Clayton,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,Carson,6491 Harvest Willow Pike,90745,Consumer
1255,Richard,Goodman,XXXXXXXXX,XXXXXXXXX,EE. UU.,NY,New York,7236 Cotton Cove,10032,Consumer
10763,Angela,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,FL,Miami,6544 Hazy Blossom Expressway,33177,Consumer
515,Helen,Poole,XXXXXXXXX,XXXXXXXXX,EE. UU.,GA,Stockbridge,9854 Iron Street,30281,Consumer
1517,James,Brown,XXXXXXXXX,XXXXXXXXX,EE. UU.,PA,Philadelphia,2714 Dewy Bay,19111,Consumer
11767,Joshua,Huynh,XXXXXXXXX,XXXXXXXXX,EE. UU.,CT,West Haven,1756 Quiet Estates,6516,Consumer
2596,Mary,Stewart,XXXXXXXXX,XXXXXXXXX,EE. UU.,AZ,Yuma,8460 Middle Autumn Loop,85364,Consumer
6098,Mary,Meadows,XXXXXXXXX,XXXXXXXXX,EE. UU.,MI,Westland,2075 Hazy Fox Falls,48185,Consumer
3717,Mary,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,OH,Lakewood,7373 Cinder Edge,44107,Consumer
1368,Donna,Wilson,XXXXXXXXX,XXXXXXXXX,EE. UU.,FL,Miami,6639 Green Hills Beach,33175,Consumer
7692,Lawrence,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,FL,Orlando,9551 Silent Walk,32822,Consumer
4892,Mary,Nichols,XXXXXXXXX,XXXXXXXXX,EE. UU.,MI,Canton,5847 Middle Bend,48187,Consumer
4394,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,UT,Provo,3741 Bright Extension,84604,Consumer
7549,Timothy,Ellison,XXXXXXXXX,XXXXXXXXX,EE. UU.,AZ,Phoenix,9128 Quaking Dale Acres,85022,Consumer
438,Diane,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,Carlsbad,8237 Cozy Hickory Line,92009,Consumer
7812,Madison,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,NC,Hickory,338 Heather Orchard,28601,Consumer
10765,Mary,Byrd,XXXXXXXXX,XXXXXXXXX,EE. UU.,CT,Milford,8426 Iron Shadow Highway,6460,Consumer
145,Joan,Walters,XXXXXXXXX,XXXXXXXXX,EE. UU.,OH,Dayton,8314 Burning Circuit,45424,Consumer
1352,William,Strickland,XXXXXXXXX,XXXXXXXXX,EE. UU.,MA,Lawrence,8139 Round Branch Dell,1841,Consumer
10179,Samantha,Cruz,XXXXXXXXX,XXXXXXXXX,EE. UU.,NJ,Jersey City,1416 Little Robin Manor,7307,Consumer
481,Ann,Jackson,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,Los Angeles,5364 Indian Gate Highway,90024,Consumer
9580,Mary,Robbins,XXXXXXXXX,XXXXXXXXX,EE. UU.,NV,Las Vegas,9216 Tawny Berry Point,89123,Consumer
9336,Janice,Guzman,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,Spring Valley,8143 Dusty Island,91977,Consumer
9740,Mary,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,San Jose,2299 Foggy Shadow Cape,95111,Consumer
10432,Mary,White,XXXXXXXXX,XXXXXXXXX,EE. UU.,CT,Bristol,3772 Cotton Barn Stead,6010,Consumer
11186,Betty,Le,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,Winnetka,2835 Pleasant Cider Loop,91306,Consumer
7673,Matthew,Delgado,XXXXXXXXX,XXXXXXXXX,EE. UU.,IL,Chicago,119 Gentle Wynd,60643,Consumer
11024,Philip,Hall,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,San Diego,1124 Silent Pine Harbour,92117,Consumer
12321,Helen,Christensen,XXXXXXXXX,XXXXXXXXX,EE. UU.,MD,Pasadena,1744 Amber View,21122,Consumer
1573,Aaron,Norman,XXXXXXXXX,XXXXXXXXX,EE. UU.,AZ,Phoenix,830 Quaking Bear Grounds,85009,Consumer
2303,Brittany,Smith,XXXXXXXXX,XXXXXXXXX,EE. UU.,IL,Chicago,8368 Wishing Mountain,60615,Consumer
7246,Peter,Alvarado,XXXXXXXXX,XXXXXXXXX,EE. UU.,NC,Raleigh,2889 Sleepy Square,27610,Consumer
9165,Judith,Campos,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,San Diego,9660 Dewy Leaf Freeway,92154,Consumer
6249,Mary,Andrade,XXXXXXXXX,XXXXXXXXX,EE. UU.,CT,Middletown,8706 Harvest Green,6457,Consumer
7777,Evelyn,Rogers,XXXXXXXXX,XXXXXXXXX,EE. UU.,CA,Rowland Heights,5760 High Circle,91748,Consumer
666,Amanda,Simpson,XXXXXXXXX,XXXXXXXXX,EE. UU.,FL,Orange Park,8706 Harvest Green,32073,Consumer
2081,Mary,Williams,XXXXXXXXX,XXXXXXXXX,EE. UU.,NM,Rio Rancho,1188 Amber Alley,87124,Consumer
18393,Avye,Cunningham,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4806 Sunny Forest Heath,725,Home Office
9436,Mary,Torres,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6964 Colonial Square,725,Home Office
17944,Emi,Gilbert,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,263 Harvest Wood,725,Home Office
20519,Whilemina,Michael,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8688 Fallen Anchor Lookout,725,Home Office
6350,Mary,Wilson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3192 Dusty Zephyr Promenade,725,Home Office
4989,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7828 Golden Mountain Woods,725,Home Office
4766,Thomas,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2650 Hidden Common,725,Home Office
5654,Jerry,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9293 Hidden Vista,725,Home Office
4028,Rose,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2122 Green By-pass,725,Home Office
15368,Lisandra,Farmer,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8612 Merry Horse Campus,725,Home Office
15436,Kelsey,Hunter,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4210 Dewy Round,725,Home Office
662,Michelle,Moss,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4411 Dusty Avenue,725,Home Office
2261,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Aguadilla,1819 Noble Ramp,603,Home Office
4488,Frances,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7808 Merry Canyon,725,Home Office
738,Mary,Wood,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3587 Blue Mall ,725,Home Office
9544,Hannah,Long,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9154 Colonial Wynd,725,Home Office
2801,Mary,Jackson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9658 Fallen Field,725,Home Office
10986,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5468 Pleasant Thicket,725,Home Office
10733,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3421 Harvest Glade,725,Home Office
268,Mary,Miller,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2486 Broad Walk,725,Home Office
5762,Crystal,Foster,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Trujillo Alto,5477 Velvet Falls,976,Home Office
8179,Julia,Terry,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8804 Fallen Cider Ridge,725,Home Office
10655,Larry,Bass,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,186 Iron Pond Byway,725,Home Office
5063,Frank,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6692 Round Hill,725,Home Office
9079,Mildred,Ferguson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3327 Indian Centre,725,Home Office
8137,Janet,Simmons,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4232 Wishing Creek Campus,725,Home Office
601,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3576 Green Forest End,725,Home Office
17610,Guinevere,Floyd,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5516 Lazy Oak Path,725,Home Office
17616,Ivana,Nichols,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1407 Cinder Downs,725,Home Office
17614,Velma,Johnston,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4436 Pleasant Glade,725,Home Office
20207,Chastity,Lynn,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3050 Silent Cape,725,Home Office
18966,Rhea,Randolph,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4709 Burning Arbor,725,Home Office
16134,Heidi,Holder,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3503 Fallen Sky Heath,725,Home Office
16097,Demetria,Boone,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5961 Hidden Village,725,Home Office
15249,Aileen,Holder,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2585 Silent Autumn Landing,725,Home Office
17836,Xerxes,Joyner,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6214 Green Maze,725,Home Office
16203,Xaviera,Pratt,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1116 Silent Crest,725,Home Office
19033,Remedios,Hess,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8766 Clear Prairie Line,725,Home Office
18623,Fatima,Rodriguez,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3815 Tawny Swale,725,Home Office
19855,Isabella,Sears,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3278 Quiet Hollow,725,Home Office
15221,Cassady,Wilson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6223 Cotton Forest Estates,725,Home Office
16141,Renee,Thompson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9741 Honey Goose Landing,725,Home Office
20088,Ria,Hickman,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,777 Sleepy Quail Key,725,Home Office
18919,Dora,Owens,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7136 Sunny Grove Freeway,725,Home Office
16285,Cassandra,Wyatt,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,595 Sunny Line,725,Home Office
20212,Rosalyn,Cline,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7312 Wishing Forest Highway,725,Home Office
19977,Lael,Green,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7814 Old Glen,725,Home Office
16354,Echo,Prince,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8399 Lazy Anchor Boulevard,725,Home Office
18598,Kyra,Knowles,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3926 Stony Gardens,725,Home Office
16281,Gloria,Hester,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9050 Pleasant Cloud Mountain,725,Home Office
19922,May,Tran,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6176 Old Grove Village,725,Home Office
17194,Margaret,Reese,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9972 Rocky Mall,725,Home Office
4431,Mary,Johnson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5918 Golden Beacon Freeway,725,Home Office
5578,Sarah,Becker,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4498 Little Isle,725,Home Office
4374,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,406 Shady Cider Corner,725,Home Office
780,Heather,Brennan,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4899 Rustic Apple Boulevard,725,Home Office
9418,Debra,Snow,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,787 Heather Trail,725,Home Office
10809,Brandon,Haney,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7840 Quiet Island Limits,725,Home Office
10147,Mary,Kelley,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7868 Shady Log Island,725,Home Office
6533,Patrick,Morse,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5407 Umber Cider Quay,725,Home Office
1051,Mary,Rich,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8421 Fallen Spring Point,725,Home Office
8112,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8368 Colonial Line,725,Home Office
4983,Hannah,Snyder,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1269 Rocky Brook Hollow,725,Home Office
8514,Mary,Lynch,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7284 Clear Brook Field,725,Home Office
8605,Johnny,Morse,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4149 Gentle Log Cape,725,Home Office
1247,Robert,Montgomery,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9124 Gentle Pike,725,Home Office
5795,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2592 Colonial Pointe,725,Home Office
8015,Mary,Blackburn,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7983 Amber Robin Trail,725,Home Office
1883,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7004 Grand Hickory Lane,725,Home Office
4905,Mary,Hunter,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7240 Sleepy Goose Path,725,Home Office
452,Carl,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,65 Silent Inlet,725,Home Office
2903,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3772 Silent Dale Walk,725,Home Office
6055,Carol,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6174 Wishing Front,725,Home Office
5308,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5007 Little Barn Inlet,725,Home Office
4576,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4972 Lost Chase,725,Home Office
66,Mary,Booth,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8824 Noble View Valley,725,Home Office
9055,Karen,Ross,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5207 Dewy Butterfly Lane,725,Home Office
6390,Joe,Daniel,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7940 Noble Field,725,Home Office
3358,Anthony,Wright,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8950 Stony Forest Edge,725,Home Office
2260,Laura,Haas,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4948 Stony Close,725,Home Office
3305,Sara,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6540 Hidden Dale,725,Home Office
2310,Mary,Reeves,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Bayamon,6296 Rocky Nectar Square,957,Home Office
9410,Mary,Alvarez,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6721 Golden Line,725,Home Office
10868,Helen,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5220 Grand Bank,725,Home Office
9599,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,378 Cinder View,725,Home Office
3194,Keith,Gutierrez,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4074 Sleepy Fox Estates,725,Home Office
3140,Charles,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9235 Red Crossing,725,Home Office
2164,Ethan,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9972 Rocky Mall ,725,Home Office
7265,Eric,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7324 Iron Fawn Beach,725,Home Office
1938,Charles,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6314 Honey Canyon,725,Home Office
1934,Christina,James,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6728 Wishing Parkway,725,Home Office
3412,Pamela,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3216 Noble Boulevard,725,Home Office
1604,Brandon,Joseph,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1077 Jagged Grove Crescent,725,Home Office
6205,Jason,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3278 Pleasant Moor,725,Home Office
1724,Joyce,Elliott,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6789 Broad Zephyr Grounds,725,Home Office
1058,Martha,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7358 Gentle Manor,725,Home Office
9670,Mary,Crane,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2517 Green Bluff Stead,725,Home Office
5766,Mary,Melton,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1111 Cotton Vista,725,Home Office
10507,Nancy,Martin,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2954 Blue Anchor Port,725,Home Office
11676,Anna,Olsen,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6635 Iron Square,725,Home Office
1470,Ann,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4491 High Dell,725,Home Office
11745,George,Blake,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7780 Shady Island Townline,725,Home Office
11261,Robert,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6599 Emerald Anchor Mall ,725,Home Office
8782,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6340 Merry Blossom Boulevard,725,Home Office
3437,Mary,Massey,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7119 Iron Creek Farm,725,Home Office
5085,Janet,Jones,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8615 Cotton Sky Highlands,725,Home Office
9038,Mary,Lee,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1510 Red Spring Lane,725,Home Office
2111,Joan,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4028 Rustic Valley,725,Home Office
11276,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1469 Cinder Leaf Cape,725,Home Office
12079,Donna,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6075 Shady Farms,725,Home Office
9393,Mary,Strong,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1676 Heather Pointe,725,Home Office
4227,Mary,Barnes,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8055 Fallen Parkway,725,Home Office
7361,James,Long,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Carolina,7127 Quiet Zephyr Nook,983,Home Office
7716,David,Middleton,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6943 Misty Quail Link,725,Home Office
7398,Sarah,Franklin,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5468 Pleasant Thicket,725,Home Office
2287,David,Reed,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9276 Jagged Towers,725,Home Office
4141,Mary,Wood,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6453 Velvet Circle,725,Home Office
6762,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6697 Red Treasure Towers,725,Home Office
4523,Madison,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3937 Cinder Circle,725,Home Office
12434,Mary,Mills,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9720 Colonial Parade,725,Home Office
3652,Ann,Esparza,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6324 Jagged Orchard,725,Home Office
10962,David,Austin,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1389 Dusty Circuit,725,Home Office
2437,Juan,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,640 Shady Subdivision,725,Home Office
11962,Diana,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2659 Merry Fox Point,725,Home Office
3382,Donald,Baker,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1050 Sunny River Line,725,Home Office
1477,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5299 Indian Treasure Mount,725,Home Office
644,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4896 Honey Wood,725,Home Office
12059,Shawn,Clark,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,864 Iron Spring Stead,725,Home Office
11121,Ronald,Oliver,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6292 Clear Butterfly Turnabout,725,Home Office
3894,Benjamin,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4895 Stony Passage,725,Home Office
9444,Mary,Carpenter,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5736 High Limits,725,Home Office
5,Robert,Hudson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,10 Crystal River Mall ,725,Home Office
1677,Virginia,Robles,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3570 Emerald Oak Pike,725,Home Office
6224,Scott,Howe,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4948 Colonial Village,725,Home Office
1432,Nathan,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9544 Noble Spring Route,725,Home Office
6169,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,14 Cinder Timber Valley,725,Home Office
9607,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9882 Heather Gate,725,Home Office
8629,Mary,Irwin,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,5645 Broad Jetty,725,Home Office
6949,Charles,Williamson,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1607 Dewy Deer Jetty,725,Home Office
9720,Julia,Berry,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7947 Sunny Pathway,725,Home Office
11796,Mary,Wall,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2035 Thunder Corners,725,Home Office
11678,Olivia,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,7358 Gentle Manor,725,Home Office
3944,James,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8263 Fallen Bluff Circuit,725,Home Office
5848,Tammy,Sloan,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3281 Velvet Passage,725,Home Office
8967,Donald,West,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2792 Dewy Branch Autoroute,725,Home Office
4223,Betty,Rhodes,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1020 Shady Green,725,Home Office
3291,Mary,Parrish,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,9794 Indian Quail Manor,725,Home Office
8315,Mary,Joyce,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2743 Velvet Timber Carrefour,725,Home Office
2227,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1836 Cozy View Orchard,725,Home Office
10202,Mary,Wagner,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6590 Emerald Mountain Subdivision,725,Home Office
931,Robert,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2211 Lazy Wharf,725,Home Office
11005,Christian,Keller,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3200 Amber Bend,725,Home Office
10595,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4182 Indian Pond Freeway,725,Home Office
8288,Olivia,Herring,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,3440 Emerald Knoll,725,Consumer
10375,Joan,James,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2585 Silent Autumn Landing,725,Consumer
12301,John,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,4393 Noble Creek Beach,725,Consumer
10888,Mary,Cline,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,8172 Easy River Farms,725,Consumer
113,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,2457 Blue Hills Heights,725,Consumer
11124,Mary,Bowman,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Humacao,151 Red Deer Landing,791,Consumer
326,Shirley,Stafford,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,6007 Velvet Maze,725,Consumer
12090,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Puerto Rico,PR,Caguas,1735 Green Moor,725,Consumer
